county,month,month_num,sales_all,n,median_list_price,median_sold_price,median_sold_vs_ask_pct,median_sold_vs_ask_abs,mean_sold_vs_ask_pct,mean_sold_vs_ask_abs,pct_at_or_under_ask,median_dom,thin
UNION,Mar,3,416,257,799999,875000,4.79,33000,6.98,67095,27.2,55,
UNION,Apr,4,471,294,861950,950000,6.12,51000,8.17,79116,19.4,53,
UNION,May,5,612,404,850000,929500,7.86,61000,8.79,85455,23.0,53,
UNION,Jun,6,753,527,889000,961000,7.82,65000,8.89,89405,18.0,60,
UNION,Jul,7,915,576,875000,951150,6.23,51000,7.71,72872,20.7,62,
UNION,Aug,8,805,515,874900,925000,5.32,44000,6.68,65748,23.7,62,
UNION,Sep,9,528,317,849000,880000,3.85,30000,5.18,47949,33.1,61,
UNION,Oct,10,524,299,789000,835000,3.79,26000,5.19,45487,29.8,59,
UNION,Nov,11,490,298,799000,837014,3.77,27000,5.86,52506,31.5,57,
UNION,Dec,12,521,312,828500,872500,3.71,20100,5.2,45370,33.7,60,
